;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito;result
4762;Femenino;Servicio;peluqueria;robledo;2;7.0;21/03/2017;7300000;microempresarial;"Femenino; Servicio; peluqueria; robledo; 2; 7.0; 42815; 7300000; microempresarial"
4763;Femenino;comercio;productos de belleza;robledo;2;7.0;25/05/2018;7000000;microempresarial;"Femenino; comercio; productos de belleza; robledo; 2; 7.0; 43245; 7000000; microempresarial"
4764;Femenino;comercio;papeleria;caribe;3;5.0;7/06/2017;7000000;microempresarial;"Femenino; comercio; papeleria; caribe; 3; 5.0; 42893; 7000000; microempresarial"
4765;Masculino;SERVICIO;barberia;manrique oriental;2;3.0;18/01/2019;6000000;microempresarial;"Masculino; SERVICIO; barberia; manrique oriental; 2; 3.0; 43483; 6000000; microempresarial"
4766;Masculino;COMERCIO;comidas rapidas;barrio caicedo;1;9.0;10/11/2016;3000000;microempresarial;"Masculino; COMERCIO; comidas rapidas; barrio caicedo; 1; 9.0; 42684; 3000000; microempresarial"
4767;Femenino;COMERCIO;variedades;blanquizal;1;13.0;4/01/2019;3500000;microempresarial;"Femenino; COMERCIO; variedades; blanquizal; 1; 13.0; 43469; 3500000; microempresarial"
4768;Femenino;industria;fabrica de ;la milagrosa;3;9.0;16/05/2017;4000000;microempresarial;"Femenino; industria; fabrica de ; la milagrosa; 3; 9.0; 42871; 4000000; microempresarial"
4769;Masculino;industria;fabrica de ;robledo;3;7.0;3/06/2016;6890000;microempresarial;"Masculino; industria; fabrica de ; robledo; 3; 7.0; 42524; 6890000; microempresarial"
4770;Masculino;;variedades;belen;3;16.0;19/01/2018;7800000;microempresarial;"Masculino; ; variedades; belen; 3; 16.0; 43119; 7800000; microempresarial"
4771;Femenino;Industria;fabrica de ;buenos aires;3;9.0;1/03/2018;3000000;microempresarial;"Femenino; Industria; fabrica de ; buenos aires; 3; 9.0; 43160; 3000000; microempresarial"
4772;Femenino;industria;fabrica de ;santa cruz;2;2.0;6/03/2017;7000000;microempresarial;"Femenino; industria; fabrica de ; santa cruz; 2; 2.0; 42800; 7000000; microempresarial"
4773;Femenino;servicio;mensajeria;campo valdes no. 1;3;4.0;28/04/2017;7300000;microempresarial;"Femenino; servicio; mensajeria; campo valdes no. 1; 3; 4.0; 42853; 7300000; microempresarial"
4774;Femenino;comercio;almacen de ropa en ;pedregal;3;6.0;23/06/2017;4000000;microempresarial;"Femenino; comercio; almacen de ropa en ; pedregal; 3; 6.0; 42909; 4000000; microempresarial"
4775;Femenino;industria;fabrica de ;cabecera san cristobal;3;60.0;13/04/2018;7800000;microempresarial;"Femenino; industria; fabrica de ; cabecera san cristobal; 3; 60.0; 43203; 7800000; microempresarial"
4776;Femenino;industria;fabrica de ;santander;2;6.0;14/03/2017;7300000;microempresarial;"Femenino; industria; fabrica de ; santander; 2; 6.0; 42808; 7300000; microempresarial"
4777;Femenino;servicio;peluqueria;villa niza;2;2.0;20/11/2018;4000000;microempresarial;"Femenino; servicio; peluqueria; villa niza; 2; 2.0; 43424; 4000000; microempresarial"
4778;Femenino;comercio;distribuidora de ;robledo;2;7.0;12/10/2017;7300000;microempresarial;"Femenino; comercio; distribuidora de ; robledo; 2; 7.0; 43020; 7300000; microempresarial"
4779;Femenino;comercio;variedades;popular;2;1.0;10/07/2018;4000000;microempresarial;"Femenino; comercio; variedades; popular; 2; 1.0; 43291; 4000000; microempresarial"
4780;Masculino;servicio;organización y ;santo domingo savio ;1;1.0;16/02/2018;7000000;microempresarial;"Masculino; servicio; organización y ; santo domingo savio ; 1; 1.0; 43147; 7000000; microempresarial"
4781;Femenino;servicio;peluqueria;pedregal;3;6.0;19/07/2016;3000000;microempresarial;"Femenino; servicio; peluqueria; pedregal; 3; 6.0; 42570; 3000000; microempresarial"
4782;Masculino;comercio;variedades;la salle;2;3.0;24/10/2018;7000000;microempresarial;"Masculino; comercio; variedades; la salle; 2; 3.0; 43397; 7000000; microempresarial"
4783;Femenino;;comidas rapidas;belen;2;16.0;3/10/2018;1200000;microempresarial;"Femenino; ; comidas rapidas; belen; 2; 16.0; 43376; 1200000; microempresarial"
4784;Femenino;comercio;productos de belleza;alfonso lopez;2;5.0;19/07/2017;7370000;microempresarial;"Femenino; comercio; productos de belleza; alfonso lopez; 2; 5.0; 42935; 7370000; microempresarial"
4785;Femenino;comercio;tienda;la francia;2;2.0;22/05/2017;7000000;microempresarial;"Femenino; comercio; tienda; la francia; 2; 2.0; 42877; 7000000; microempresarial"
4786;Femenino;industria;fabrica de repuestos ;las_palmas;3;7.0;20/09/2017;3000000;microempresarial;"Femenino; industria; fabrica de repuestos ; las_palmas; 3; 7.0; 42998; 3000000; microempresarial"
4787;Femenino;comercio;variedades;manrique_central_no._2;2;3.0;2/03/2018;7800000;microempresarial;"Femenino; comercio; variedades; manrique_central_no._2; 2; 3.0; 43161; 7800000; microempresarial"
4788;Masculino;servicio;taller de electronica;altavista;2;16.0;1/03/2018;5000000;microempresarial;"Masculino; servicio; taller de electronica; altavista; 2; 16.0; 43160; 5000000; microempresarial"
4789;Masculino;agropecuaria;floristeria;cabecera san cristobal;3;60.0;21/03/2017;$ 10,000,000.00;Agropecuaria;"Masculino; agropecuaria; floristeria; cabecera san cristobal; 3; 60.0; 42815; $ 10,000,000.00; Agropecuaria"
4790;Femenino;comercio;almacen de ropa en ;robledo;2;7.0;22/09/2017;$ 7,300,000.00;microempresarial;"Femenino; comercio; almacen de ropa en ; robledo; 2; 7.0; 43000; $ 7,300,000.00; microempresarial"
4791;Femenino;industria;fabrica de ;guayabal;3;15.0;27/11/2017;4000000;microempresarial;"Femenino; industria; fabrica de ; guayabal; 3; 15.0; 43066; 4000000; microempresarial"
4792;Femenino;comercio;variedades;campo valdes no. 1;2;4.0;21/01/2019;2000000;microempresarial;"Femenino; comercio; variedades; campo valdes no. 1; 2; 4.0; 43486; 2000000; microempresarial"
4793;Femenino;servicio;peluqueria;la milagrosa;2;9.0;7/11/2018;4000000;microempresarial;"Femenino; servicio; peluqueria; la milagrosa; 2; 9.0; 43411; 4000000; microempresarial"
4794;Masculino;servicio;peluqueria;doce de octubre no.1;2;6.0;28/12/2017;7300000;microempresarial;"Masculino; servicio; peluqueria; doce de octubre no.1; 2; 6.0; 43097; 7300000; microempresarial"
4795;Femenino;industria;fabrica de ;robledo;2;7.0;8/06/2016;6000000;microempresarial;"Femenino; industria; fabrica de ; robledo; 2; 7.0; 42529; 6000000; microempresarial"
4796;Masculino;servicio;barberia;BARRIO CAICEDO;2;9.0;22/09/2017;7377000;microempresarial;"Masculino; servicio; barberia; BARRIO CAICEDO; 2; 9.0; 43000; 7377000; microempresarial"
4797;Femenino;comercio;miscelanea;santander;2;6.0;9/08/2016;6800000;microempresarial;"Femenino; comercio; miscelanea; santander; 2; 6.0; 42591; 6800000; microempresarial"
4798;Femenino;comercio;almacen de ropa en ;antonio nariño;2;13.0;1/06/2018;7800000;microempresarial;"Femenino; comercio; almacen de ropa en ; antonio nariño; 2; 13.0; 43252; 7800000; microempresarial"
4799;Masculino;comercio;restaurante;enciso;2;8.0;25/05/2018;2000000;microempresarial;"Masculino; comercio; restaurante; enciso; 2; 8.0; 43245; 2000000; microempresarial"
4801;Femenino;industria;fabrica de ;pedregal;3;6.0;24/09/2018;5000000;microempresarial;"Femenino; industria; fabrica de ; pedregal; 3; 6.0; 43367; 5000000; microempresarial"
4802;Femenino;comercio;miscelanea;doce de octubre no.1;2;6.0;25/07/2018;7000000;microempresarial;"Femenino; comercio; miscelanea; doce de octubre no.1; 2; 6.0; 43306; 7000000; microempresarial"
4803;Femenino;comercio;lavanderia;moravia;1;60.0;2/10/2017;$ 7,300,000.00;microempresarial;"Femenino; comercio; lavanderia; moravia; 1; 60.0; 43010; $ 7,300,000.00; microempresarial"
4804;Femenino;comercio;tienda;san javier no.1;1;13.0;23/08/2016;6500000;microempresarial;"Femenino; comercio; tienda; san javier no.1; 1; 13.0; 42605; 6500000; microempresarial"
4805;Femenino;comercio;variedades;belen;3;16.0;2/05/2018;5000000;Microempresarial;"Femenino; comercio; variedades; belen; 3; 16.0; 43222; 5000000; Microempresarial"
4806;Femenino;servicio;Barberia;CAMPO VALDES NO. 1;3;4.0;31/01/2018;7812000;microempresarial;"Femenino; servicio; Barberia; CAMPO VALDES NO. 1; 3; 4.0; 43131; 7812000; microempresarial"
4807;Femenino;servicio;tienda;centro admtivo;3;10.0;29/09/2016;6000000;microempresarial;"Femenino; servicio; tienda; centro admtivo; 3; 10.0; 42642; 6000000; microempresarial"
4808;Masculino;comercio;tienda;robledo;3;7.0;27/07/2018;7000000;microempresarial;"Masculino; comercio; tienda; robledo; 3; 7.0; 43308; 7000000; microempresarial"
4809;Femenino;servicio;cafe e internet;SANTO DOMINGO SAVIO ;1;1.0;6/02/2018;7800000;microempresarial;"Femenino; servicio; cafe e internet; SANTO DOMINGO SAVIO ; 1; 1.0; 43137; 7800000; microempresarial"
4810;Femenino;comercio;variedades;la milagrosa;3;9.0;26/06/2019;8200000;microempresarial;"Femenino; comercio; variedades; la milagrosa; 3; 9.0; 43642; 8200000; microempresarial"
4811;Femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;15/11/2016;6890000;microempresarial;"Femenino; comercio; comidas rapidas; barrio caicedo; 2; 9.0; 42689; 6890000; microempresarial"
4812;Femenino;comercio;miscelanea;robledo;2;7.0;14/02/2018;6000000;microempresarial;"Femenino; comercio; miscelanea; robledo; 2; 7.0; 43145; 6000000; microempresarial"
4813;Femenino;;cafe e internet;santo domingo savio ;1;1.0;19/10/2017;4000000;microempresarial;"Femenino; ; cafe e internet; santo domingo savio ; 1; 1.0; 43027; 4000000; microempresarial"
4814;Femenino;comercio;tienda;jardin botanico;2;4.0;25/05/2017;$ 7,377,000.00;microempresarial;"Femenino; comercio; tienda; jardin botanico; 2; 4.0; 42880; $ 7,377,000.00; microempresarial"
4815;Femenino;comercio;tienda;antonio nariño;2;13.0;6/11/2018;4000000;microempresarial;"Femenino; comercio; tienda; antonio nariño; 2; 13.0; 43410; 4000000; microempresarial"
4816;Masculino;industria;fabrica de ;aranjuez;1;4.0;6/06/2017;2000000;microempresarial;"Masculino; industria; fabrica de ; aranjuez; 1; 4.0; 42892; 2000000; microempresarial"
4817;Masculino;comercio;variedades;Carpinelo;1;1.0;14/08/2018;5000000;microempresarial;"Masculino; comercio; variedades; Carpinelo; 1; 1.0; 43326; 5000000; microempresarial"
4818;Femenino;comercio;charcuteria;robledo;3;7.0;28/10/2016;6890000;microempresarial;"Femenino; comercio; charcuteria; robledo; 3; 7.0; 42671; 6890000; microempresarial"
4819;Femenino;comercio;bares;san javier no.1;3;13.0;24/08/2017;7370000;microempresarial;"Femenino; comercio; bares; san javier no.1; 3; 13.0; 42971; 7370000; microempresarial"
4820;Femenino;servicio;fabrica de juegos ;santo domingo savio ;1;1.0;20/06/2017;4500000;microempresarial;"Femenino; servicio; fabrica de juegos ; santo domingo savio ; 1; 1.0; 42906; 4500000; microempresarial"
4821;Femenino;comercio;fabrica de ;castilla;3;5.0;13/02/2018;2000000;microempresarial;"Femenino; comercio; fabrica de ; castilla; 3; 5.0; 43144; 2000000; microempresarial"
4822;Femenino;comercio;almacen_de_ropa_en_;juan xxiii la quiebra;2;13.0;7/02/2017;7300000;microempresarial;"Femenino; comercio; almacen_de_ropa_en_; juan xxiii la quiebra; 2; 13.0; 42773; 7300000; microempresarial"
4823;Masculino;comercio;barberia;robledo;2;9.0;26/04/2016;6890000;microempresarial;"Masculino; comercio; barberia; robledo; 2; 9.0; 42486; 6890000; microempresarial"
4824;Masculino;comercio;variedades;manrique central no. 2;2;3.0;6/01/2017;2000000;microempresarial;"Masculino; comercio; variedades; manrique central no. 2; 2; 3.0; 42741; 2000000; microempresarial"
4825;Femenino;comercio;tienda;popular;2;1.0;16/04/2018;6000000;microempresarial;"Femenino; comercio; tienda; popular; 2; 1.0; 43206; 6000000; microempresarial"
4826;Masculino;comercio;almacen de ropa en ;villa hermosa;3;8.0;9/05/2017;3000000;microempresarial;"Masculino; comercio; almacen de ropa en ; villa hermosa; 3; 8.0; 42864; 3000000; microempresarial"
4827;Femenino;servicio;fabrica de ;robledo;2;7.0;4/08/2017;5500000;microempresarial;"Femenino; servicio; fabrica de ; robledo; 2; 7.0; 42951; 5500000; microempresarial"
4828;Femenino;servicio;publicidad y ;aranjuez;2;4.0;17/11/2017;7377000;microempresarial;"Femenino; servicio; publicidad y ; aranjuez; 2; 4.0; 43056; 7377000; microempresarial"
4829;Masculino;industria;fabrica de ;guayabal;3;15.0;8/08/2018;7800000;microempresarial;"Masculino; industria; fabrica de ; guayabal; 3; 15.0; 43320; 7800000; microempresarial"
4830;Femenino;comercio;variedades;villa del socorro;2;2.0;31/05/2018;7000000;microempresarial;"Femenino; comercio; variedades; villa del socorro; 2; 2.0; 43251; 7000000; microempresarial"
4831;Masculino;comercio;distribuidora de ;manrique central no. 1;2;4.0;11/10/2018;3000000;microempresarial;"Masculino; comercio; distribuidora de ; manrique central no. 1; 2; 4.0; 43384; 3000000; microempresarial"
4832;Masculino;comercio;distribuidora de ;belen;2;16.0;24/11/2017;7300000;microempresarial;"Masculino; comercio; distribuidora de ; belen; 2; 16.0; 43063; 7300000; microempresarial"
4833;Femenino;comercio;comidas rapidas;popular;2;1.0;23/07/2018;$ 3,000,000.00;microempresarial;"Femenino; comercio; comidas rapidas; popular; 2; 1.0; 43304; $ 3,000,000.00; microempresarial"
4834;Femenino;comercio;variedades;robledo;2;7.0;22/02/2017;4000000;microempresarial;"Femenino; comercio; variedades; robledo; 2; 7.0; 42788; 4000000; microempresarial"
4835;Femenino;comercio;almacen de ropa en ;centro admtivo;3;10.0;31/10/2017;2000000;microempresarial;"Femenino; comercio; almacen de ropa en ; centro admtivo; 3; 10.0; 43039; 2000000; microempresarial"
4836;Femenino;INDUSTRIA;fabrica_de_;campo valdes no. 1;3;4.0;10/04/2018;6000000;microempresarial;"Femenino; INDUSTRIA; fabrica_de_; campo valdes no. 1; 3; 4.0; 43200; 6000000; microempresarial"
4837;Masculino;comercio;almacen de ropa en ;centro admtivo;3;10.0;26/04/2018;3500000;microempresarial;"Masculino; comercio; almacen de ropa en ; centro admtivo; 3; 10.0; 43216; 3500000; microempresarial"
4838;Femenino;COMERCIO;almacen de ropa en ;belalcazar;2;5.0;8/06/2018;3500000;microempresarial;"Femenino; COMERCIO; almacen de ropa en ; belalcazar; 2; 5.0; 43259; 3500000; microempresarial"
4839;Masculino;industria;fabrica de calzado;la milagrosa;3;9.0;15/01/2019;8281000;microempresarial;"Masculino; industria; fabrica de calzado; la milagrosa; 3; 9.0; 43480; 8281000; microempresarial"
4840;Femenino;comercio;distribuidora de ;campo valdes no. 1;3;4.0;13/09/2017;5000000;microempresarial;"Femenino; comercio; distribuidora de ; campo valdes no. 1; 3; 4.0; 42991; 5000000; microempresarial"
4841;Femenino;comercio;comidas rapidas;manrique central no. 1;3;4.0;13/12/2018;7800000;microempresarial;"Femenino; comercio; comidas rapidas; manrique central no. 1; 3; 4.0; 43447; 7800000; microempresarial"
4842;Femenino;comercio;variedades;san javier no.1;1;13.0;5/04/2019;4000000;microempresarial;"Femenino; comercio; variedades; san javier no.1; 1; 13.0; 43560; 4000000; microempresarial"
4843;Femenino;comercio;tienda;belencito;2;13.0;13/03/2018;7800000;microempresarial;"Femenino; comercio; tienda; belencito; 2; 13.0; 43172; 7800000; microempresarial"
4844;Masculino;comercio;papeleria;trinidad;3;15.0;27/12/2017;5000000;microempresarial;"Masculino; comercio; papeleria; trinidad; 3; 15.0; 43096; 5000000; microempresarial"
4845;Femenino;comercio;variedades;doce_de_octubre_no.1;2;6.0;14/07/2016;$ 6,890,000.00;microempresarial;"Femenino; comercio; variedades; doce_de_octubre_no.1; 2; 6.0; 42565; $ 6,890,000.00; microempresarial"
4846;Femenino;;variedades;san javier no.1;1;13.0;13/07/2017;4000000;microempresarial;"Femenino; ; variedades; san javier no.1; 1; 13.0; 42929; 4000000; microempresarial"
4847;Femenino;comercio;comidas rapidas;robledo;2;7.0;24/08/2018;3750000;microempresarial;"Femenino; comercio; comidas rapidas; robledo; 2; 7.0; 43336; 3750000; microempresarial"
4848;Femenino;industria;fabrica de ;robledo;2;7.0;13/03/2017;$ 3,500,000.00;microempresarial;"Femenino; industria; fabrica de ; robledo; 2; 7.0; 42807; $ 3,500,000.00; microempresarial"
4849;Masculino;industria;variedades;cabecera san cristobal;3;60.0;26/10/2017;7370000;microempresarial;"Masculino; industria; variedades; cabecera san cristobal; 3; 60.0; 43034; 7370000; microempresarial"
4851;Femenino;Comercio;Variedades;enciso;2;8.0;15/05/2017;1200000;MICROEMPRESARIAL;"Femenino; Comercio; Variedades; enciso; 2; 8.0; 42870; 1200000; MICROEMPRESARIAL"
4852;Femenino;comercio;papeleria;robledo;2;7.0;4/09/2018;4500000;microempresarial;"Femenino; comercio; papeleria; robledo; 2; 7.0; 43347; 4500000; microempresarial"
4853;Femenino;comercio;tienda;las palmas;3;10.0;21/02/2018;4400000;microempresarial;"Femenino; comercio; tienda; las palmas; 3; 10.0; 43152; 4400000; microempresarial"
4854;Femenino;comercio;tienda;san javier no.1;3;13.0;1/06/2018;4000000;microempresarial;"Femenino; comercio; tienda; san javier no.1; 3; 13.0; 43252; 4000000; microempresarial"
4855;Femenino;comercio;variedades;santo domingo savio ;1;1.0;11/12/2018;6000000;microempresarial;"Femenino; comercio; variedades; santo domingo savio ; 1; 1.0; 43445; 6000000; microempresarial"
4856;Femenino;industria;fabrica de ;el_socorro;2;13.0;10/05/2018;6000000;microempresarial;"Femenino; industria; fabrica de ; el_socorro; 2; 13.0; 43230; 6000000; microempresarial"
4858;Femenino;comercio;variedades;la milagrosa;3;9.0;28/08/2017;7000000;microempresarial;"Femenino; comercio; variedades; la milagrosa; 3; 9.0; 42975; 7000000; microempresarial"
4859;Masculino;comercio;publicidad y ;santa lucia;3;12.0;8/11/2016;6800000;microempresarial;"Masculino; comercio; publicidad y ; santa lucia; 3; 12.0; 42682; 6800000; microempresarial"
4860;Femenino;comercio;papeleria;aranjuez;1;4.0;19/10/2017;4000000;microempresarial;"Femenino; comercio; papeleria; aranjuez; 1; 4.0; 43027; 4000000; microempresarial"
4861;Femenino;industria;fabrica de ;popular;1;1.0;20/04/2018;7800000;microempresarial;"Femenino; industria; fabrica de ; popular; 1; 1.0; 43210; 7800000; microempresarial"
4862;Femenino;comercio;almacen de ropa en ;san javier no.1;1;13.0;26/10/2017;7000000;microempresarial;"Femenino; comercio; almacen de ropa en ; san javier no.1; 1; 13.0; 43034; 7000000; microempresarial"
4863;Femenino;comercio;variedades;manrique oriental;2;3.0;18/01/2018;2000000;microempresarial;"Femenino; comercio; variedades; manrique oriental; 2; 3.0; 43118; 2000000; microempresarial"
4864;Masculino;servicio;comidas rapidas;playon de los ;2;2.0;3/11/2017;2000000;microempresarial;"Masculino; servicio; comidas rapidas; playon de los ; 2; 2.0; 43042; 2000000; microempresarial"
4865;Femenino;comercio;variedades;cabecera san cristobal;3;5.0;1/06/2017;7000000;microempresarial;"Femenino; comercio; variedades; cabecera san cristobal; 3; 5.0; 42887; 7000000; microempresarial"
